REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,"2018/03/01 00:30:00",4286.64,64.45,TRADE
VIC1,"2018/03/01 01:00:00",4159.17,61.81,TRADE
VIC1,"2018/03/01 01:30:00",4031.61,57.6,TRADE
VIC1,"2018/03/01 02:00:00",3861.02,55.8,TRADE
VIC1,"2018/03/01 02:30:00",3808.49,57.03,TRADE
VIC1,"2018/03/01 03:00:00",3801.26,60.02,TRADE
VIC1,"2018/03/01 03:30:00",3782.6,58.01,TRADE
VIC1,"2018/03/01 04:00:00",3825.68,58.71,TRADE
VIC1,"2018/03/01 04:30:00",3937.89,63.36,TRADE
VIC1,"2018/03/01 05:00:00",4133.55,68.63,TRADE
VIC1,"2018/03/01 05:30:00",4451.65,95.69,TRADE
VIC1,"2018/03/01 06:00:00",4786.2,106.42,TRADE
VIC1,"2018/03/01 06:30:00",5154.89,90.29,TRADE
VIC1,"2018/03/01 07:00:00",5381.8,94.08,TRADE
VIC1,"2018/03/01 07:30:00",5344.78,78.71,TRADE
VIC1,"2018/03/01 08:00:00",5376.85,77.74,TRADE
VIC1,"2018/03/01 08:30:00",5391.74,71.87,TRADE
VIC1,"2018/03/01 09:00:00",5301.81,70.97,TRADE
VIC1,"2018/03/01 09:30:00",5268.48,73.82,TRADE
VIC1,"2018/03/01 10:00:00",5257.61,72.58,TRADE
VIC1,"2018/03/01 10:30:00",5254.45,81.69,TRADE
VIC1,"2018/03/01 11:00:00",5196.63,82.93,TRADE
VIC1,"2018/03/01 11:30:00",5222.55,84.55,TRADE
VIC1,"2018/03/01 12:00:00",5203.53,80.28,TRADE
VIC1,"2018/03/01 12:30:00",5189.6,94.76,TRADE
VIC1,"2018/03/01 13:00:00",5201.47,74.91,TRADE
VIC1,"2018/03/01 13:30:00",5202.37,74.48,TRADE
VIC1,"2018/03/01 14:00:00",5166.98,73.36,TRADE
VIC1,"2018/03/01 14:30:00",5117.41,73.89,TRADE
VIC1,"2018/03/01 15:00:00",5223.02,77.6,TRADE
VIC1,"2018/03/01 15:30:00",5260.37,83.61,TRADE
VIC1,"2018/03/01 16:00:00",5347.55,87.36,TRADE
VIC1,"2018/03/01 16:30:00",5360,87.73,TRADE
VIC1,"2018/03/01 17:00:00",5460.68,96.4,TRADE
VIC1,"2018/03/01 17:30:00",5379.81,84.91,TRADE
VIC1,"2018/03/01 18:00:00",5436.3,99.34,TRADE
VIC1,"2018/03/01 18:30:00",5363.87,93.12,TRADE
VIC1,"2018/03/01 19:00:00",5359.81,77.57,TRADE
VIC1,"2018/03/01 19:30:00",5367.33,89.11,TRADE
VIC1,"2018/03/01 20:00:00",5353.09,83.67,TRADE
VIC1,"2018/03/01 20:30:00",5167.09,72.84,TRADE
VIC1,"2018/03/01 21:00:00",4961.48,88.7,TRADE
VIC1,"2018/03/01 21:30:00",4777.61,73.37,TRADE
VIC1,"2018/03/01 22:00:00",4619.81,66.37,TRADE
VIC1,"2018/03/01 22:30:00",4505.94,71.33,TRADE
VIC1,"2018/03/01 23:00:00",4456.42,73.5,TRADE
VIC1,"2018/03/01 23:30:00",4669.15,83.5,TRADE
VIC1,"2018/03/02 00:00:00",4667,106.67,TRADE
VIC1,"2018/03/02 00:30:00",4425.63,95.47,TRADE
VIC1,"2018/03/02 01:00:00",4322.15,78.33,TRADE
VIC1,"2018/03/02 01:30:00",4232.17,70.3,TRADE
VIC1,"2018/03/02 02:00:00",4132.67,74.88,TRADE
VIC1,"2018/03/02 02:30:00",4019.06,71.97,TRADE
VIC1,"2018/03/02 03:00:00",3967.24,75.07,TRADE
VIC1,"2018/03/02 03:30:00",3951.44,75.16,TRADE
VIC1,"2018/03/02 04:00:00",3988.28,72.47,TRADE
VIC1,"2018/03/02 04:30:00",4113.83,71.1,TRADE
VIC1,"2018/03/02 05:00:00",4287.89,70.23,TRADE
VIC1,"2018/03/02 05:30:00",4606.5,81.27,TRADE
VIC1,"2018/03/02 06:00:00",4886.16,85.1,TRADE
VIC1,"2018/03/02 06:30:00",5234.33,93.93,TRADE
VIC1,"2018/03/02 07:00:00",5431.81,116.55,TRADE
VIC1,"2018/03/02 07:30:00",5284.49,108.29,TRADE
VIC1,"2018/03/02 08:00:00",5317.77,97.24,TRADE
VIC1,"2018/03/02 08:30:00",5337.44,86.05,TRADE
VIC1,"2018/03/02 09:00:00",5303.03,81.3,TRADE
VIC1,"2018/03/02 09:30:00",5255.17,86.28,TRADE
VIC1,"2018/03/02 10:00:00",5273.39,92.34,TRADE
VIC1,"2018/03/02 10:30:00",5307.02,92.52,TRADE
