REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2011/07/01 00:30:00",9059.27,25.07,TRADE
NSW1,"2011/07/01 01:00:00",8842.29,24.18,TRADE
NSW1,"2011/07/01 01:30:00",8658.46,24.81,TRADE
NSW1,"2011/07/01 02:00:00",8409.66,24.47,TRADE
NSW1,"2011/07/01 02:30:00",7996.1,23.35,TRADE
NSW1,"2011/07/01 03:00:00",7713.4,18.87,TRADE
NSW1,"2011/07/01 03:30:00",7424.46,20.11,TRADE
NSW1,"2011/07/01 04:00:00",7252.84,17.88,TRADE
NSW1,"2011/07/01 04:30:00",7241.26,17.21,TRADE
NSW1,"2011/07/01 05:00:00",7341.73,19.19,TRADE
NSW1,"2011/07/01 05:30:00",7623.35,20.53,TRADE
NSW1,"2011/07/01 06:00:00",8057.16,21.15,TRADE
NSW1,"2011/07/01 06:30:00",8860.29,25.19,TRADE
NSW1,"2011/07/01 07:00:00",9615.21,26.6,TRADE
NSW1,"2011/07/01 07:30:00",10055.63,25.86,TRADE
NSW1,"2011/07/01 08:00:00",10505.18,26.55,TRADE
NSW1,"2011/07/01 08:30:00",10672.09,27.11,TRADE
NSW1,"2011/07/01 09:00:00",10622.41,26.61,TRADE
NSW1,"2011/07/01 09:30:00",10599.5,28.22,TRADE
NSW1,"2011/07/01 10:00:00",10497.57,26.79,TRADE
NSW1,"2011/07/01 10:30:00",10403.35,25.98,TRADE
NSW1,"2011/07/01 11:00:00",10277.13,25.86,TRADE
NSW1,"2011/07/01 11:30:00",10112.4,25.99,TRADE
NSW1,"2011/07/01 12:00:00",10000.26,25.8,TRADE
NSW1,"2011/07/01 12:30:00",9910.49,25.74,TRADE
NSW1,"2011/07/01 13:00:00",9888.24,25.6,TRADE
NSW1,"2011/07/01 13:30:00",9787.85,25.53,TRADE
NSW1,"2011/07/01 14:00:00",9821.8,25.65,TRADE
NSW1,"2011/07/01 14:30:00",9739.12,25.49,TRADE
NSW1,"2011/07/01 15:00:00",9638.5,25.5,TRADE
NSW1,"2011/07/01 15:30:00",9641.23,25.5,TRADE
NSW1,"2011/07/01 16:00:00",9698.17,25.51,TRADE
NSW1,"2011/07/01 16:30:00",9934.33,26.07,TRADE
NSW1,"2011/07/01 17:00:00",10315.52,26.55,TRADE
NSW1,"2011/07/01 17:30:00",10968.95,28.62,TRADE
NSW1,"2011/07/01 18:00:00",11419.11,36.86,TRADE
NSW1,"2011/07/01 18:30:00",11380.59,34.1,TRADE
NSW1,"2011/07/01 19:00:00",11195.7,28.34,TRADE
NSW1,"2011/07/01 19:30:00",10915.14,26.3,TRADE
NSW1,"2011/07/01 20:00:00",10692.28,25.84,TRADE
NSW1,"2011/07/01 20:30:00",10518.52,25.67,TRADE
NSW1,"2011/07/01 21:00:00",10320.17,25.42,TRADE
NSW1,"2011/07/01 21:30:00",10020.33,25.21,TRADE
NSW1,"2011/07/01 22:00:00",9791.06,25.01,TRADE
NSW1,"2011/07/01 22:30:00",9799.6,25.51,TRADE
NSW1,"2011/07/01 23:00:00",9631.04,25.14,TRADE
NSW1,"2011/07/01 23:30:00",9518.72,25.99,TRADE
NSW1,"2011/07/02 00:00:00",9395.25,25.4,TRADE
NSW1,"2011/07/02 00:30:00",9158.3,25.48,TRADE
NSW1,"2011/07/02 01:00:00",8853.21,25.48,TRADE
NSW1,"2011/07/02 01:30:00",8704.03,24.85,TRADE
NSW1,"2011/07/02 02:00:00",8366.99,24.84,TRADE
NSW1,"2011/07/02 02:30:00",7938.28,23.97,TRADE
NSW1,"2011/07/02 03:00:00",7606.9,22.49,TRADE
NSW1,"2011/07/02 03:30:00",7293.36,17.82,TRADE
NSW1,"2011/07/02 04:00:00",7141.39,21.02,TRADE
NSW1,"2011/07/02 04:30:00",7049.71,17.64,TRADE
NSW1,"2011/07/02 05:00:00",7069.78,19.69,TRADE
NSW1,"2011/07/02 05:30:00",7117.67,19.67,TRADE
NSW1,"2011/07/02 06:00:00",7319.09,19.69,TRADE
NSW1,"2011/07/02 06:30:00",7600.43,21.71,TRADE
NSW1,"2011/07/02 07:00:00",7869.54,19.66,TRADE
NSW1,"2011/07/02 07:30:00",8223.61,22.03,TRADE
NSW1,"2011/07/02 08:00:00",8743.79,24.04,TRADE
NSW1,"2011/07/02 08:30:00",9214.64,24.9,TRADE
NSW1,"2011/07/02 09:00:00",9420.33,25.59,TRADE
NSW1,"2011/07/02 09:30:00",9664.05,25.44,TRADE
NSW1,"2011/07/02 10:00:00",9569.66,25.2,TRADE
NSW1,"2011/07/02 10:30:00",9537.41,24.78,TRADE
NSW1,"2011/07/02 11:00:00",9337.59,25.08,TRADE
NSW1,"2011/07/02 11:30:00",9105.32,24.69,TRADE
NSW1,"2011/07/02 12:00:00",8950.76,24.33,TRADE
NSW1,"2011/07/02 12:30:00",8815.38,24.06,TRADE
NSW1,"2011/07/02 13:00:00",8673.15,23.92,TRADE
NSW1,"2011/07/02 13:30:00",8539.39,24.01,TRADE
NSW1,"2011/07/02 14:00:00",8415.72,24.01,TRADE
NSW1,"2011/07/02 14:30:00",8322.92,24.01,TRADE
NSW1,"2011/07/02 15:00:00",8331.91,24.01,TRADE
NSW1,"2011/07/02 15:30:00",8378.36,24.01,TRADE
NSW1,"2011/07/02 16:00:00",8516.69,23.75,TRADE
NSW1,"2011/07/02 16:30:00",8749.77,24.01,TRADE
NSW1,"2011/07/02 17:00:00",9125.03,24.79,TRADE
NSW1,"2011/07/02 17:30:00",9790.14,26.28,TRADE
NSW1,"2011/07/02 18:00:00",10460.04,27.86,TRADE
NSW1,"2011/07/02 18:30:00",10495.64,25.96,TRADE
NSW1,"2011/07/02 19:00:00",10270.26,25.49,TRADE
NSW1,"2011/07/02 19:30:00",10032.8,25.34,TRADE
NSW1,"2011/07/02 20:00:00",9869.18,25.48,TRADE
NSW1,"2011/07/02 20:30:00",9745.22,25.43,TRADE
NSW1,"2011/07/02 21:00:00",9599.37,25.4,TRADE
NSW1,"2011/07/02 21:30:00",9444.07,25.33,TRADE
NSW1,"2011/07/02 22:00:00",9222.58,25.1,TRADE
NSW1,"2011/07/02 22:30:00",9213.2,25.5,TRADE
NSW1,"2011/07/02 23:00:00",9058.89,25.48,TRADE
NSW1,"2011/07/02 23:30:00",8972.46,26.18,TRADE
NSW1,"2011/07/03 00:00:00",8718.91,25.65,TRADE
NSW1,"2011/07/03 00:30:00",8463.83,25.05,TRADE
NSW1,"2011/07/03 01:00:00",8156.64,24.34,TRADE
NSW1,"2011/07/03 01:30:00",8039.28,24.62,TRADE
NSW1,"2011/07/03 02:00:00",7691.82,23.15,TRADE
NSW1,"2011/07/03 02:30:00",7333.48,18.74,TRADE
NSW1,"2011/07/03 03:00:00",7049.41,14.87,TRADE
NSW1,"2011/07/03 03:30:00",6804.43,14.22,TRADE
NSW1,"2011/07/03 04:00:00",6731.98,13.97,TRADE
NSW1,"2011/07/03 04:30:00",6715.2,18.02,TRADE
NSW1,"2011/07/03 05:00:00",6699.28,13.93,TRADE
NSW1,"2011/07/03 05:30:00",6791.51,18.02,TRADE
NSW1,"2011/07/03 06:00:00",6869.56,17.76,TRADE
NSW1,"2011/07/03 06:30:00",7121.79,19.72,TRADE
NSW1,"2011/07/03 07:00:00",7325.26,17.61,TRADE
NSW1,"2011/07/03 07:30:00",7651.88,20.38,TRADE
NSW1,"2011/07/03 08:00:00",8150.41,21.15,TRADE
NSW1,"2011/07/03 08:30:00",8581.5,23.84,TRADE
NSW1,"2011/07/03 09:00:00",8913.47,24.04,TRADE
NSW1,"2011/07/03 09:30:00",9104.12,24.01,TRADE
NSW1,"2011/07/03 10:00:00",9184.83,24.11,TRADE
NSW1,"2011/07/03 10:30:00",9147.98,23.67,TRADE
NSW1,"2011/07/03 11:00:00",8984.9,24.01,TRADE
NSW1,"2011/07/03 11:30:00",8768.12,24.01,TRADE
NSW1,"2011/07/03 12:00:00",8602.2,24.01,TRADE
NSW1,"2011/07/03 12:30:00",8497.99,23.88,TRADE
NSW1,"2011/07/03 13:00:00",8322.04,23.97,TRADE
NSW1,"2011/07/03 13:30:00",8224.81,23.67,TRADE
NSW1,"2011/07/03 14:00:00",8146.62,23.21,TRADE
NSW1,"2011/07/03 14:30:00",8121.06,23.6,TRADE
NSW1,"2011/07/03 15:00:00",8137.72,22.69,TRADE
NSW1,"2011/07/03 15:30:00",8200.45,23.02,TRADE
NSW1,"2011/07/03 16:00:00",8358.02,23.3,TRADE
NSW1,"2011/07/03 16:30:00",8344.83,22.97,TRADE
NSW1,"2011/07/03 17:00:00",8966.55,24.58,TRADE
NSW1,"2011/07/03 17:30:00",9690.18,26.17,TRADE
NSW1,"2011/07/03 18:00:00",10315.2,26.49,TRADE
NSW1,"2011/07/03 18:30:00",10429.98,26.15,TRADE
NSW1,"2011/07/03 19:00:00",10296.48,25.59,TRADE
NSW1,"2011/07/03 19:30:00",10053.24,25.49,TRADE
NSW1,"2011/07/03 20:00:00",9874.25,25.62,TRADE
NSW1,"2011/07/03 20:30:00",9744.19,25.54,TRADE
NSW1,"2011/07/03 21:00:00",9599.13,25.34,TRADE
NSW1,"2011/07/03 21:30:00",9308.81,24.87,TRADE
NSW1,"2011/07/03 22:00:00",9003.85,24.01,TRADE
NSW1,"2011/07/03 22:30:00",8835.86,24.74,TRADE
