REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,"2010/10/01 00:30:00",5167.02,19.65,TRADE
QLD1,"2010/10/01 01:00:00",5020.32,18.42,TRADE
QLD1,"2010/10/01 01:30:00",4788.87,13.13,TRADE
QLD1,"2010/10/01 02:00:00",4651.1,11.24,TRADE
QLD1,"2010/10/01 02:30:00",4533.23,15.49,TRADE
QLD1,"2010/10/01 03:00:00",4553.81,13.67,TRADE
QLD1,"2010/10/01 03:30:00",4514.47,13.94,TRADE
QLD1,"2010/10/01 04:00:00",4501.11,13.24,TRADE
QLD1,"2010/10/01 04:30:00",4571.51,14.68,TRADE
QLD1,"2010/10/01 05:00:00",4635.66,15.59,TRADE
QLD1,"2010/10/01 05:30:00",4808.93,14.92,TRADE
QLD1,"2010/10/01 06:00:00",5026.06,16.63,TRADE
QLD1,"2010/10/01 06:30:00",5325.34,17.9,TRADE
QLD1,"2010/10/01 07:00:00",5637.2,20.8,TRADE
QLD1,"2010/10/01 07:30:00",6011.42,21.83,TRADE
QLD1,"2010/10/01 08:00:00",6255.98,22.46,TRADE
QLD1,"2010/10/01 08:30:00",6404.16,23.02,TRADE
QLD1,"2010/10/01 09:00:00",6437.05,23.02,TRADE
QLD1,"2010/10/01 09:30:00",6500.06,23.33,TRADE
QLD1,"2010/10/01 10:00:00",6467.79,23.05,TRADE
QLD1,"2010/10/01 10:30:00",6400.28,22.74,TRADE
QLD1,"2010/10/01 11:00:00",6386.68,22.33,TRADE
QLD1,"2010/10/01 11:30:00",6347.86,22.42,TRADE
QLD1,"2010/10/01 12:00:00",6314.62,22.65,TRADE
QLD1,"2010/10/01 12:30:00",6323.28,22.85,TRADE
QLD1,"2010/10/01 13:00:00",6279.81,22.76,TRADE
QLD1,"2010/10/01 13:30:00",6267.37,22.82,TRADE
QLD1,"2010/10/01 14:00:00",6244.76,22.83,TRADE
QLD1,"2010/10/01 14:30:00",6196.75,22.85,TRADE
QLD1,"2010/10/01 15:00:00",6176.42,22.77,TRADE
QLD1,"2010/10/01 15:30:00",6168.21,22.76,TRADE
QLD1,"2010/10/01 16:00:00",6179.86,22.77,TRADE
QLD1,"2010/10/01 16:30:00",6170.5,22.73,TRADE
QLD1,"2010/10/01 17:00:00",6221.08,22.67,TRADE
QLD1,"2010/10/01 17:30:00",6245.44,22.62,TRADE
QLD1,"2010/10/01 18:00:00",6232.29,22.49,TRADE
QLD1,"2010/10/01 18:30:00",6337.2,22.73,TRADE
QLD1,"2010/10/01 19:00:00",6364.93,22.97,TRADE
QLD1,"2010/10/01 19:30:00",6296.54,22.57,TRADE
QLD1,"2010/10/01 20:00:00",6250.38,22.51,TRADE
QLD1,"2010/10/01 20:30:00",6237.28,22.89,TRADE
QLD1,"2010/10/01 21:00:00",6071.25,22.25,TRADE
QLD1,"2010/10/01 21:30:00",5878.75,20.99,TRADE
QLD1,"2010/10/01 22:00:00",5737.57,20.73,TRADE
QLD1,"2010/10/01 22:30:00",5608.53,22.98,TRADE
QLD1,"2010/10/01 23:00:00",5549.52,22.17,TRADE
QLD1,"2010/10/01 23:30:00",5449.71,22.53,TRADE
QLD1,"2010/10/02 00:00:00",5293.73,21.89,TRADE
QLD1,"2010/10/02 00:30:00",5127.16,21.29,TRADE
QLD1,"2010/10/02 01:00:00",4934.73,21.17,TRADE
QLD1,"2010/10/02 01:30:00",4726.15,20.38,TRADE
QLD1,"2010/10/02 02:00:00",4602.84,18,TRADE
QLD1,"2010/10/02 02:30:00",4517.84,17.38,TRADE
QLD1,"2010/10/02 03:00:00",4504.3,16.41,TRADE
QLD1,"2010/10/02 03:30:00",4448.55,15.58,TRADE
QLD1,"2010/10/02 04:00:00",4385.52,14.9,TRADE
QLD1,"2010/10/02 04:30:00",4367.18,14.37,TRADE
QLD1,"2010/10/02 05:00:00",4397.47,14.93,TRADE
QLD1,"2010/10/02 05:30:00",4518.07,16.23,TRADE
QLD1,"2010/10/02 06:00:00",4573.67,17.3,TRADE
QLD1,"2010/10/02 06:30:00",4673.65,17.27,TRADE
QLD1,"2010/10/02 07:00:00",4911.06,18.51,TRADE
QLD1,"2010/10/02 07:30:00",5217.67,20.23,TRADE
QLD1,"2010/10/02 08:00:00",5454.8,22.21,TRADE
QLD1,"2010/10/02 08:30:00",5654.76,22.4,TRADE
QLD1,"2010/10/02 09:00:00",5824.06,22.86,TRADE
QLD1,"2010/10/02 09:30:00",5917.41,22.79,TRADE
QLD1,"2010/10/02 10:00:00",5935.89,22.85,TRADE
QLD1,"2010/10/02 10:30:00",5896.52,22.83,TRADE
QLD1,"2010/10/02 11:00:00",5862.46,22.69,TRADE
QLD1,"2010/10/02 11:30:00",5814.41,22.53,TRADE
QLD1,"2010/10/02 12:00:00",5801.41,22.41,TRADE
QLD1,"2010/10/02 12:30:00",5729.16,21.65,TRADE
QLD1,"2010/10/02 13:00:00",5720.1,21.4,TRADE
QLD1,"2010/10/02 13:30:00",5707.81,20.69,TRADE
QLD1,"2010/10/02 14:00:00",5670.55,20.43,TRADE
QLD1,"2010/10/02 14:30:00",5607.44,19.69,TRADE
QLD1,"2010/10/02 15:00:00",5570.55,19.16,TRADE
QLD1,"2010/10/02 15:30:00",5605.48,19.85,TRADE
QLD1,"2010/10/02 16:00:00",5625.69,20.4,TRADE
QLD1,"2010/10/02 16:30:00",5672.08,20.53,TRADE
QLD1,"2010/10/02 17:00:00",5746.32,20.86,TRADE
QLD1,"2010/10/02 17:30:00",5769.5,21.48,TRADE
QLD1,"2010/10/02 18:00:00",5853.16,22.36,TRADE
QLD1,"2010/10/02 18:30:00",6035.51,22.67,TRADE
QLD1,"2010/10/02 19:00:00",6111.99,22.87,TRADE
QLD1,"2010/10/02 19:30:00",5980.98,22.65,TRADE
QLD1,"2010/10/02 20:00:00",5972.02,22.83,TRADE
QLD1,"2010/10/02 20:30:00",5904.91,22.77,TRADE
QLD1,"2010/10/02 21:00:00",5766.84,22.39,TRADE
QLD1,"2010/10/02 21:30:00",5655.93,21.87,TRADE
QLD1,"2010/10/02 22:00:00",5525.11,19.61,TRADE
QLD1,"2010/10/02 22:30:00",5440.65,22.53,TRADE
QLD1,"2010/10/02 23:00:00",5366.9,20.34,TRADE
QLD1,"2010/10/02 23:30:00",5281.5,20.76,TRADE
QLD1,"2010/10/03 00:00:00",5157.84,19.44,TRADE
QLD1,"2010/10/03 00:30:00",5006.43,18.27,TRADE
QLD1,"2010/10/03 01:00:00",4860.35,17.8,TRADE
QLD1,"2010/10/03 01:30:00",4699.09,17.06,TRADE
QLD1,"2010/10/03 02:00:00",4525.91,15.51,TRADE
QLD1,"2010/10/03 02:30:00",4436.24,14.06,TRADE
QLD1,"2010/10/03 03:00:00",4360.71,12.33,TRADE
QLD1,"2010/10/03 03:30:00",4330.28,11.83,TRADE
QLD1,"2010/10/03 04:00:00",4345.26,11.28,TRADE
QLD1,"2010/10/03 04:30:00",4340.66,13.31,TRADE
QLD1,"2010/10/03 05:00:00",4372.27,12.89,TRADE
QLD1,"2010/10/03 05:30:00",4443.89,13.2,TRADE
QLD1,"2010/10/03 06:00:00",4455.44,14.07,TRADE
QLD1,"2010/10/03 06:30:00",4537.72,15.29,TRADE
QLD1,"2010/10/03 07:00:00",4690.29,15.45,TRADE
QLD1,"2010/10/03 07:30:00",4973.82,17.75,TRADE
QLD1,"2010/10/03 08:00:00",5165.67,18.86,TRADE
QLD1,"2010/10/03 08:30:00",5380.66,19.77,TRADE
QLD1,"2010/10/03 09:00:00",5566.64,20.48,TRADE
QLD1,"2010/10/03 09:30:00",5717.8,22.06,TRADE
QLD1,"2010/10/03 10:00:00",5783.05,22.42,TRADE
QLD1,"2010/10/03 10:30:00",5783.81,22.13,TRADE
QLD1,"2010/10/03 11:00:00",5796.24,21.47,TRADE
QLD1,"2010/10/03 11:30:00",5779.57,20.37,TRADE
QLD1,"2010/10/03 12:00:00",5797.04,20.73,TRADE
QLD1,"2010/10/03 12:30:00",5783.26,21.67,TRADE
QLD1,"2010/10/03 13:00:00",5786.21,19.77,TRADE
QLD1,"2010/10/03 13:30:00",5767.72,19.58,TRADE
QLD1,"2010/10/03 14:00:00",5727.32,19.29,TRADE
QLD1,"2010/10/03 14:30:00",5654.1,19.27,TRADE
QLD1,"2010/10/03 15:00:00",5671.3,19.16,TRADE
QLD1,"2010/10/03 15:30:00",5689.67,19.41,TRADE
QLD1,"2010/10/03 16:00:00",5691.49,19.35,TRADE
QLD1,"2010/10/03 16:30:00",5776.96,20.1,TRADE
QLD1,"2010/10/03 17:00:00",5820.34,21.38,TRADE
QLD1,"2010/10/03 17:30:00",5884.57,21.88,TRADE
QLD1,"2010/10/03 18:00:00",5934.04,22.99,TRADE
QLD1,"2010/10/03 18:30:00",6087.83,24.44,TRADE
QLD1,"2010/10/03 19:00:00",6222.42,25.03,TRADE
QLD1,"2010/10/03 19:30:00",6182.73,24.51,TRADE
QLD1,"2010/10/03 20:00:00",6152.64,24.93,TRADE
QLD1,"2010/10/03 20:30:00",6057,24.77,TRADE
QLD1,"2010/10/03 21:00:00",5911.5,24.13,TRADE
QLD1,"2010/10/03 21:30:00",5737.23,22.45,TRADE
QLD1,"2010/10/03 22:00:00",5614.68,19.77,TRADE
QLD1,"2010/10/03 22:30:00",5468.2,21.06,TRADE
QLD1,"2010/10/03 23:00:00",5379.7,19.29,TRADE
QLD1,"2010/10/03 23:30:00",5307.97,18.43,TRADE
QLD1,"2010/10/04 00:00:00",5160.31,18.05,TRADE
QLD1,"2010/10/04 00:30:00",5023.41,17.64,TRADE
QLD1,"2010/10/04 01:00:00",4858.47,15.81,TRADE
QLD1,"2010/10/04 01:30:00",4663.65,13.91,TRADE
QLD1,"2010/10/04 02:00:00",4593.03,12.27,TRADE
QLD1,"2010/10/04 02:30:00",4479.9,11.55,TRADE
QLD1,"2010/10/04 03:00:00",4411.69,10.59,TRADE
QLD1,"2010/10/04 03:30:00",4397.98,10.56,TRADE
QLD1,"2010/10/04 04:00:00",4420.45,10.18,TRADE
QLD1,"2010/10/04 04:30:00",4423.43,12.33,TRADE
QLD1,"2010/10/04 05:00:00",4519.79,15.81,TRADE
QLD1,"2010/10/04 05:30:00",4722.57,17.03,TRADE
QLD1,"2010/10/04 06:00:00",4905.12,16.17,TRADE
QLD1,"2010/10/04 06:30:00",5328.38,18.29,TRADE
QLD1,"2010/10/04 07:00:00",5755.25,21.45,TRADE
QLD1,"2010/10/04 07:30:00",6168.46,20.24,TRADE
QLD1,"2010/10/04 08:00:00",6392.21,21.18,TRADE
QLD1,"2010/10/04 08:30:00",6487.35,22.7,TRADE
QLD1,"2010/10/04 09:00:00",6536.43,22.76,TRADE
QLD1,"2010/10/04 09:30:00",6563.71,23.1,TRADE
QLD1,"2010/10/04 10:00:00",6620.77,23.84,TRADE
QLD1,"2010/10/04 10:30:00",6660.32,24.06,TRADE
