REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,"2000/06/01 00:30",1587.10333,48.88,TRADE
SA1,"2000/06/01 01:00",1599.69,46.25,TRADE
SA1,"2000/06/01 01:30",1523.41167,43.6,TRADE
SA1,"2000/06/01 02:00",1423.09167,40.04,TRADE
SA1,"2000/06/01 02:30",1326.16833,32.35,TRADE
SA1,"2000/06/01 03:00",1245.49833,31.42,TRADE
SA1,"2000/06/01 03:30",1221.235,30.37,TRADE
SA1,"2000/06/01 04:00",1151.58667,27.72,TRADE
SA1,"2000/06/01 04:30",1113.93167,25.92,TRADE
SA1,"2000/06/01 05:00",1103.92833,18.98,TRADE
SA1,"2000/06/01 05:30",1111.45167,23.64,TRADE
SA1,"2000/06/01 06:00",1131.44833,27.3,TRADE
SA1,"2000/06/01 06:30",1177.95333,45.25,TRADE
SA1,"2000/06/01 07:00",1312.78,60.44,TRADE
SA1,"2000/06/01 07:30",1438.3,39.81,TRADE
SA1,"2000/06/01 08:00",1544.32333,68.31,TRADE
SA1,"2000/06/01 08:30",1637.47,93.57,TRADE
SA1,"2000/06/01 09:00",1688.395,103.94,TRADE
SA1,"2000/06/01 09:30",1689.2,69.36,TRADE
SA1,"2000/06/01 10:00",1711.22167,66.19,TRADE
SA1,"2000/06/01 10:30",1683.89833,49.33,TRADE
SA1,"2000/06/01 11:00",1676.15167,41.1,TRADE
SA1,"2000/06/01 11:30",1694.56,49.31,TRADE
SA1,"2000/06/01 12:00",1676.82333,43.52,TRADE
SA1,"2000/06/01 12:30",1660.90333,40.45,TRADE
SA1,"2000/06/01 13:00",1664.2,38.81,TRADE
SA1,"2000/06/01 13:30",1671.445,40.74,TRADE
SA1,"2000/06/01 14:00",1690.65333,40.72,TRADE
SA1,"2000/06/01 14:30",1690.615,40.73,TRADE
SA1,"2000/06/01 15:00",1678.72667,40.71,TRADE
SA1,"2000/06/01 15:30",1680.045,33.5,TRADE
SA1,"2000/06/01 16:00",1660.69,33.86,TRADE
SA1,"2000/06/01 16:30",1681.765,40.78,TRADE
SA1,"2000/06/01 17:00",1725.07833,56.36,TRADE
SA1,"2000/06/01 17:30",1792.79,59.53,TRADE
SA1,"2000/06/01 18:00",1864.46167,63.59,TRADE
SA1,"2000/06/01 18:30",1946.72833,84.22,TRADE
SA1,"2000/06/01 19:00",1945.44667,85.24,TRADE
SA1,"2000/06/01 19:30",1940.78,63.43,TRADE
SA1,"2000/06/01 20:00",1886.42,56.66,TRADE
SA1,"2000/06/01 20:30",1854.625,64.49,TRADE
SA1,"2000/06/01 21:00",1837.28833,58.87,TRADE
SA1,"2000/06/01 21:30",1789.05667,61.58,TRADE
SA1,"2000/06/01 22:00",1714.13333,39.83,TRADE
SA1,"2000/06/01 22:30",1663.925,63.25,TRADE
SA1,"2000/06/01 23:00",1625.615,38.59,TRADE
SA1,"2000/06/01 23:30",1576.03833,75.57,TRADE
SA1,"2000/06/02 00:00",1593.34167,83.33,TRADE
SA1,"2000/06/02 00:30",1597.395,51.1,TRADE
SA1,"2000/06/02 01:00",1596.355,38.81,TRADE
SA1,"2000/06/02 01:30",1516.005,49.19,TRADE
SA1,"2000/06/02 02:00",1410.47667,38.33,TRADE
SA1,"2000/06/02 02:30",1322.42333,37.57,TRADE
SA1,"2000/06/02 03:00",1241.96,31.69,TRADE
SA1,"2000/06/02 03:30",1176.37667,25.25,TRADE
SA1,"2000/06/02 04:00",1130.74833,20.75,TRADE
SA1,"2000/06/02 04:30",1105.31167,23.27,TRADE
SA1,"2000/06/02 05:00",1082.01,15.59,TRADE
SA1,"2000/06/02 05:30",1092.265,14.08,TRADE
SA1,"2000/06/02 06:00",1111.65667,18.43,TRADE
SA1,"2000/06/02 06:30",1170.23,32.23,TRADE
SA1,"2000/06/02 07:00",1263.34,41.83,TRADE
SA1,"2000/06/02 07:30",1389.46167,29.32,TRADE
SA1,"2000/06/02 08:00",1519.82833,54.61,TRADE
SA1,"2000/06/02 08:30",1624.42167,86.51,TRADE
SA1,"2000/06/02 09:00",1672.21667,103.89,TRADE
SA1,"2000/06/02 09:30",1705.28,53.57,TRADE
SA1,"2000/06/02 10:00",1708.26,53.47,TRADE
SA1,"2000/06/02 10:30",1685.95667,49.96,TRADE
SA1,"2000/06/02 11:00",1679.83333,49.07,TRADE
SA1,"2000/06/02 11:30",1677.06667,48.25,TRADE
SA1,"2000/06/02 12:00",1687.43833,48.78,TRADE
SA1,"2000/06/02 12:30",1689.16,48.51,TRADE
SA1,"2000/06/02 13:00",1663.44333,42.83,TRADE
SA1,"2000/06/02 13:30",1671.27667,48.28,TRADE
SA1,"2000/06/02 14:00",1691.44667,46.16,TRADE
SA1,"2000/06/02 14:30",1695.485,49.68,TRADE
SA1,"2000/06/02 15:00",1696.17167,47.21,TRADE
SA1,"2000/06/02 15:30",1673.35167,40.01,TRADE
SA1,"2000/06/02 16:00",1622.09833,42.72,TRADE
SA1,"2000/06/02 16:30",1623.05167,48.11,TRADE
SA1,"2000/06/02 17:00",1645.13,52.18,TRADE
SA1,"2000/06/02 17:30",1697.81333,59.35,TRADE
SA1,"2000/06/02 18:00",1804.39,66.06,TRADE
SA1,"2000/06/02 18:30",1900.19333,71.78,TRADE
SA1,"2000/06/02 19:00",1884.11,58.66,TRADE
SA1,"2000/06/02 19:30",1845.955,43.75,TRADE
SA1,"2000/06/02 20:00",1806.92333,53.48,TRADE
SA1,"2000/06/02 20:30",1763.205,42.01,TRADE
SA1,"2000/06/02 21:00",1722.90333,40.7,TRADE
SA1,"2000/06/02 21:30",1710.535,47.3,TRADE
SA1,"2000/06/02 22:00",1683.07167,36.04,TRADE
SA1,"2000/06/02 22:30",1658.93833,54.39,TRADE
SA1,"2000/06/02 23:00",1651.54833,38.93,TRADE
SA1,"2000/06/02 23:30",1606.305,53.39,TRADE
SA1,"2000/06/03 00:00",1594.18167,48.69,TRADE
SA1,"2000/06/03 00:30",1597.875,51.2,TRADE
SA1,"2000/06/03 01:00",1606.72,40.73,TRADE
SA1,"2000/06/03 01:30",1527.53833,46.69,TRADE
SA1,"2000/06/03 02:00",1412.12167,40.99,TRADE
SA1,"2000/06/03 02:30",1321.59667,35.73,TRADE
SA1,"2000/06/03 03:00",1240.96167,32.31,TRADE
SA1,"2000/06/03 03:30",1183.96833,26.56,TRADE
SA1,"2000/06/03 04:00",1142.11333,20.08,TRADE
SA1,"2000/06/03 04:30",1100.53667,18.22,TRADE
SA1,"2000/06/03 05:00",1087.785,13.21,TRADE
SA1,"2000/06/03 05:30",1087.02333,12.78,TRADE
SA1,"2000/06/03 06:00",1084.8,13.63,TRADE
SA1,"2000/06/03 06:30",1105.60833,20.84,TRADE
SA1,"2000/06/03 07:00",1143.85333,24.95,TRADE
SA1,"2000/06/03 07:30",1185.495,24.55,TRADE
SA1,"2000/06/03 08:00",1225.44167,31.42,TRADE
SA1,"2000/06/03 08:30",1301.86167,33.9,TRADE
SA1,"2000/06/03 09:00",1385.92167,38.82,TRADE
SA1,"2000/06/03 09:30",1449.56667,46.37,TRADE
SA1,"2000/06/03 10:00",1471.54167,44.71,TRADE
SA1,"2000/06/03 10:30",1492.21667,38.43,TRADE
SA1,"2000/06/03 11:00",1498.24333,37.27,TRADE
SA1,"2000/06/03 11:30",1514,35.01,TRADE
SA1,"2000/06/03 12:00",1518.87,34.93,TRADE
SA1,"2000/06/03 12:30",1513.32167,34.93,TRADE
SA1,"2000/06/03 13:00",1527.2,34.93,TRADE
SA1,"2000/06/03 13:30",1522.21,37.27,TRADE
SA1,"2000/06/03 14:00",1530.80833,37.27,TRADE
SA1,"2000/06/03 14:30",1528.05333,32.64,TRADE
SA1,"2000/06/03 15:00",1531.87667,32.64,TRADE
