REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,"2011/09/01 00:30:00",1092.97,27.54,TRADE
TAS1,"2011/09/01 01:00:00",1066.21,21.38,TRADE
TAS1,"2011/09/01 01:30:00",1050.9,21.66,TRADE
TAS1,"2011/09/01 02:00:00",1052.21,25.95,TRADE
TAS1,"2011/09/01 02:30:00",1049.1,23.03,TRADE
TAS1,"2011/09/01 03:00:00",966.08,24.59,TRADE
TAS1,"2011/09/01 03:30:00",1046.55,24.14,TRADE
TAS1,"2011/09/01 04:00:00",1056.84,23.18,TRADE
TAS1,"2011/09/01 04:30:00",1072.25,21.33,TRADE
TAS1,"2011/09/01 05:00:00",1087.2,20.92,TRADE
TAS1,"2011/09/01 05:30:00",1105.29,24.19,TRADE
TAS1,"2011/09/01 06:00:00",1125.02,22.98,TRADE
TAS1,"2011/09/01 06:30:00",1193.61,19.57,TRADE
TAS1,"2011/09/01 07:00:00",1311.51,35.73,TRADE
TAS1,"2011/09/01 07:30:00",1412.67,33.36,TRADE
TAS1,"2011/09/01 08:00:00",1466.6,36.88,TRADE
TAS1,"2011/09/01 08:30:00",1453.4,37.51,TRADE
TAS1,"2011/09/01 09:00:00",1409.55,38.84,TRADE
TAS1,"2011/09/01 09:30:00",1364.07,36.12,TRADE
TAS1,"2011/09/01 10:00:00",1303.58,35.23,TRADE
TAS1,"2011/09/01 10:30:00",1261.43,35.49,TRADE
TAS1,"2011/09/01 11:00:00",1252.73,33.87,TRADE
TAS1,"2011/09/01 11:30:00",1216.9,32.1,TRADE
TAS1,"2011/09/01 12:00:00",1204.79,31.59,TRADE
TAS1,"2011/09/01 12:30:00",1203.24,32.53,TRADE
TAS1,"2011/09/01 13:00:00",1188.12,31.04,TRADE
TAS1,"2011/09/01 13:30:00",1177.74,32.67,TRADE
TAS1,"2011/09/01 14:00:00",1174.46,31.17,TRADE
TAS1,"2011/09/01 14:30:00",1194.8,29.63,TRADE
TAS1,"2011/09/01 15:00:00",1185.73,28.8,TRADE
TAS1,"2011/09/01 15:30:00",1184.4,28.45,TRADE
TAS1,"2011/09/01 16:00:00",1200.99,28.54,TRADE
TAS1,"2011/09/01 16:30:00",1228.17,29.5,TRADE
TAS1,"2011/09/01 17:00:00",1251.87,30.04,TRADE
TAS1,"2011/09/01 17:30:00",1294.19,32.21,TRADE
TAS1,"2011/09/01 18:00:00",1361.69,31.67,TRADE
TAS1,"2011/09/01 18:30:00",1419.07,41.69,TRADE
TAS1,"2011/09/01 19:00:00",1434.13,41.78,TRADE
TAS1,"2011/09/01 19:30:00",1431.46,32.39,TRADE
TAS1,"2011/09/01 20:00:00",1412.7,35.39,TRADE
TAS1,"2011/09/01 20:30:00",1412.27,31.06,TRADE
TAS1,"2011/09/01 21:00:00",1388.28,29.57,TRADE
TAS1,"2011/09/01 21:30:00",1343.86,31.62,TRADE
TAS1,"2011/09/01 22:00:00",1284.47,36.52,TRADE
TAS1,"2011/09/01 22:30:00",1237.13,35.97,TRADE
TAS1,"2011/09/01 23:00:00",1209.42,26.78,TRADE
TAS1,"2011/09/01 23:30:00",1177.45,31.67,TRADE
TAS1,"2011/09/02 00:00:00",1111.98,18.96,TRADE
TAS1,"2011/09/02 00:30:00",1075.99,26.93,TRADE
TAS1,"2011/09/02 01:00:00",1036.45,23.4,TRADE
TAS1,"2011/09/02 01:30:00",1020.34,26.12,TRADE
TAS1,"2011/09/02 02:00:00",1013.33,24.05,TRADE
TAS1,"2011/09/02 02:30:00",1017.57,26.03,TRADE
TAS1,"2011/09/02 03:00:00",1021.25,24.37,TRADE
TAS1,"2011/09/02 03:30:00",1020.68,23.96,TRADE
TAS1,"2011/09/02 04:00:00",1030.77,21.65,TRADE
TAS1,"2011/09/02 04:30:00",1045.63,16.28,TRADE
TAS1,"2011/09/02 05:00:00",1065.58,16.01,TRADE
TAS1,"2011/09/02 05:30:00",1094.55,18.07,TRADE
TAS1,"2011/09/02 06:00:00",1130.06,21.55,TRADE
TAS1,"2011/09/02 06:30:00",1208.98,32.41,TRADE
TAS1,"2011/09/02 07:00:00",1278.02,19.02,TRADE
TAS1,"2011/09/02 07:30:00",1367.86,29.78,TRADE
TAS1,"2011/09/02 08:00:00",1417.97,29.84,TRADE
TAS1,"2011/09/02 08:30:00",1390.73,32.08,TRADE
TAS1,"2011/09/02 09:00:00",1359.7,29.81,TRADE
TAS1,"2011/09/02 09:30:00",1327.16,26.5,TRADE
TAS1,"2011/09/02 10:00:00",1280.62,25.78,TRADE
TAS1,"2011/09/02 10:30:00",1243.5,27.13,TRADE
TAS1,"2011/09/02 11:00:00",1202.02,28.04,TRADE
TAS1,"2011/09/02 11:30:00",1154.07,26.84,TRADE
TAS1,"2011/09/02 12:00:00",1149.5,27.54,TRADE
TAS1,"2011/09/02 12:30:00",1128.21,28.28,TRADE
TAS1,"2011/09/02 13:00:00",1114.12,27.89,TRADE
TAS1,"2011/09/02 13:30:00",1114.79,26.92,TRADE
TAS1,"2011/09/02 14:00:00",1115.03,26.97,TRADE
TAS1,"2011/09/02 14:30:00",1108.74,27.17,TRADE
TAS1,"2011/09/02 15:00:00",1097.6,26.08,TRADE
TAS1,"2011/09/02 15:30:00",1078.04,25.8,TRADE
TAS1,"2011/09/02 16:00:00",1084.6,25.62,TRADE
TAS1,"2011/09/02 16:30:00",1091.69,25.05,TRADE
TAS1,"2011/09/02 17:00:00",1116.2,27.33,TRADE
TAS1,"2011/09/02 17:30:00",1159.74,25.26,TRADE
TAS1,"2011/09/02 18:00:00",1219.35,23.6,TRADE
TAS1,"2011/09/02 18:30:00",1270.62,23.84,TRADE
TAS1,"2011/09/02 19:00:00",1281.54,24.39,TRADE
TAS1,"2011/09/02 19:30:00",1271.96,23.4,TRADE
TAS1,"2011/09/02 20:00:00",1253.65,22.91,TRADE
TAS1,"2011/09/02 20:30:00",1225.75,26.67,TRADE
TAS1,"2011/09/02 21:00:00",1203.85,24.7,TRADE
TAS1,"2011/09/02 21:30:00",1199.86,24.27,TRADE
TAS1,"2011/09/02 22:00:00",1167.35,21.77,TRADE
TAS1,"2011/09/02 22:30:00",1129.2,20.47,TRADE
TAS1,"2011/09/02 23:00:00",1081.23,17.03,TRADE
TAS1,"2011/09/02 23:30:00",1043.79,15.22,TRADE
TAS1,"2011/09/03 00:00:00",1025.21,22.66,TRADE
TAS1,"2011/09/03 00:30:00",1018.78,22,TRADE
TAS1,"2011/09/03 01:00:00",1018.51,19.37,TRADE
TAS1,"2011/09/03 01:30:00",1013.91,21.53,TRADE
TAS1,"2011/09/03 02:00:00",1010.91,18.82,TRADE
TAS1,"2011/09/03 02:30:00",1020.84,17.27,TRADE
TAS1,"2011/09/03 03:00:00",1009.51,14.98,TRADE
TAS1,"2011/09/03 03:30:00",1012.7,13.26,TRADE
