REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,"2009/05/01 00:30:00",1683.85,38.21,TRADE
SA1,"2009/05/01 01:00:00",1641.02,32.41,TRADE
SA1,"2009/05/01 01:30:00",1541.85,35.52,TRADE
SA1,"2009/05/01 02:00:00",1433.49,27.74,TRADE
SA1,"2009/05/01 02:30:00",1347.93,24.36,TRADE
SA1,"2009/05/01 03:00:00",1276.96,23.03,TRADE
SA1,"2009/05/01 03:30:00",1227.51,20.64,TRADE
SA1,"2009/05/01 04:00:00",1241.34,21.72,TRADE
SA1,"2009/05/01 04:30:00",1228.7,22.3,TRADE
SA1,"2009/05/01 05:00:00",1226.81,23.28,TRADE
SA1,"2009/05/01 05:30:00",1233.84,23.48,TRADE
SA1,"2009/05/01 06:00:00",1271.25,24.21,TRADE
SA1,"2009/05/01 06:30:00",1325.09,34.26,TRADE
SA1,"2009/05/01 07:00:00",1469.93,38.89,TRADE
SA1,"2009/05/01 07:30:00",1573.53,40.33,TRADE
SA1,"2009/05/01 08:00:00",1659.97,53.88,TRADE
SA1,"2009/05/01 08:30:00",1717.95,55.56,TRADE
SA1,"2009/05/01 09:00:00",1727.96,52.91,TRADE
SA1,"2009/05/01 09:30:00",1733.71,61.1,TRADE
SA1,"2009/05/01 10:00:00",1736.12,54.78,TRADE
SA1,"2009/05/01 10:30:00",1722.37,52.67,TRADE
SA1,"2009/05/01 11:00:00",1707.56,59.55,TRADE
SA1,"2009/05/01 11:30:00",1711.19,56.41,TRADE
SA1,"2009/05/01 12:00:00",1707.53,56.03,TRADE
SA1,"2009/05/01 12:30:00",1729.86,55.56,TRADE
SA1,"2009/05/01 13:00:00",1718.87,50.36,TRADE
SA1,"2009/05/01 13:30:00",1709.9,46.08,TRADE
SA1,"2009/05/01 14:00:00",1734.87,47.81,TRADE
SA1,"2009/05/01 14:30:00",1724.74,47.93,TRADE
SA1,"2009/05/01 15:00:00",1699.06,43.09,TRADE
SA1,"2009/05/01 15:30:00",1666.61,38.74,TRADE
SA1,"2009/05/01 16:00:00",1661.55,38.63,TRADE
SA1,"2009/05/01 16:30:00",1671.3,38.73,TRADE
SA1,"2009/05/01 17:00:00",1699.06,41.5,TRADE
SA1,"2009/05/01 17:30:00",1761.59,40.94,TRADE
SA1,"2009/05/01 18:00:00",1814.96,56.97,TRADE
SA1,"2009/05/01 18:30:00",1884.62,58.99,TRADE
SA1,"2009/05/01 19:00:00",1899.51,48.13,TRADE
SA1,"2009/05/01 19:30:00",1869.15,50.88,TRADE
SA1,"2009/05/01 20:00:00",1833.38,46.13,TRADE
SA1,"2009/05/01 20:30:00",1790.68,50.84,TRADE
SA1,"2009/05/01 21:00:00",1738.08,49.99,TRADE
SA1,"2009/05/01 21:30:00",1703.84,46.04,TRADE
SA1,"2009/05/01 22:00:00",1666.42,38.73,TRADE
SA1,"2009/05/01 22:30:00",1618.67,38.72,TRADE
SA1,"2009/05/01 23:00:00",1601.69,38.79,TRADE
SA1,"2009/05/01 23:30:00",1579.88,43.32,TRADE
SA1,"2009/05/02 00:00:00",1741.14,41.32,TRADE
SA1,"2009/05/02 00:30:00",1666.46,35.84,TRADE
SA1,"2009/05/02 01:00:00",1607.42,27.63,TRADE
SA1,"2009/05/02 01:30:00",1507.57,35.04,TRADE
SA1,"2009/05/02 02:00:00",1387.65,26.7,TRADE
SA1,"2009/05/02 02:30:00",1310.93,23.59,TRADE
SA1,"2009/05/02 03:00:00",1253.24,21.49,TRADE
SA1,"2009/05/02 03:30:00",1214.99,20.88,TRADE
SA1,"2009/05/02 04:00:00",1189.83,20.5,TRADE
SA1,"2009/05/02 04:30:00",1159.78,20.48,TRADE
SA1,"2009/05/02 05:00:00",1155.3,20.72,TRADE
SA1,"2009/05/02 05:30:00",1157.93,20.48,TRADE
SA1,"2009/05/02 06:00:00",1174.57,20.24,TRADE
SA1,"2009/05/02 06:30:00",1201.14,21.38,TRADE
SA1,"2009/05/02 07:00:00",1250.82,22.53,TRADE
SA1,"2009/05/02 07:30:00",1292.84,24.35,TRADE
SA1,"2009/05/02 08:00:00",1322.59,29.4,TRADE
SA1,"2009/05/02 08:30:00",1381.64,33.94,TRADE
SA1,"2009/05/02 09:00:00",1435.66,36.83,TRADE
SA1,"2009/05/02 09:30:00",1461.15,38.72,TRADE
SA1,"2009/05/02 10:00:00",1473.84,38.69,TRADE
SA1,"2009/05/02 10:30:00",1468.38,37.43,TRADE
SA1,"2009/05/02 11:00:00",1449.07,31.73,TRADE
SA1,"2009/05/02 11:30:00",1446.21,30.26,TRADE
SA1,"2009/05/02 12:00:00",1456.75,31.38,TRADE
SA1,"2009/05/02 12:30:00",1425.33,28.86,TRADE
SA1,"2009/05/02 13:00:00",1425.73,27.21,TRADE
SA1,"2009/05/02 13:30:00",1413.08,28.34,TRADE
SA1,"2009/05/02 14:00:00",1407.12,28.31,TRADE
SA1,"2009/05/02 14:30:00",1393.25,26.02,TRADE
SA1,"2009/05/02 15:00:00",1403.39,25.6,TRADE
SA1,"2009/05/02 15:30:00",1404.77,24.18,TRADE
SA1,"2009/05/02 16:00:00",1406.72,23.63,TRADE
SA1,"2009/05/02 16:30:00",1411.14,24.14,TRADE
SA1,"2009/05/02 17:00:00",1425.46,27.54,TRADE
SA1,"2009/05/02 17:30:00",1485,35.31,TRADE
SA1,"2009/05/02 18:00:00",1554.18,43.72,TRADE
SA1,"2009/05/02 18:30:00",1694.2,54.25,TRADE
SA1,"2009/05/02 19:00:00",1758.41,47.29,TRADE
SA1,"2009/05/02 19:30:00",1737.67,39.58,TRADE
SA1,"2009/05/02 20:00:00",1697.5,38.69,TRADE
SA1,"2009/05/02 20:30:00",1679.21,41.16,TRADE
SA1,"2009/05/02 21:00:00",1657.63,50.24,TRADE
SA1,"2009/05/02 21:30:00",1628.94,49.03,TRADE
SA1,"2009/05/02 22:00:00",1604.07,37.89,TRADE
SA1,"2009/05/02 22:30:00",1552.19,38.74,TRADE
SA1,"2009/05/02 23:00:00",1558.28,38.52,TRADE
SA1,"2009/05/02 23:30:00",1553.4,41.6,TRADE
SA1,"2009/05/03 00:00:00",1723.63,38.88,TRADE
SA1,"2009/05/03 00:30:00",1674.52,35.71,TRADE
SA1,"2009/05/03 01:00:00",1619.04,28.88,TRADE
SA1,"2009/05/03 01:30:00",1513.6,33.24,TRADE
SA1,"2009/05/03 02:00:00",1414.6,25.6,TRADE
SA1,"2009/05/03 02:30:00",1334.7,22.8,TRADE
SA1,"2009/05/03 03:00:00",1267.25,23.46,TRADE
SA1,"2009/05/03 03:30:00",1225.53,22.49,TRADE
SA1,"2009/05/03 04:00:00",1188.81,20.14,TRADE
SA1,"2009/05/03 04:30:00",1161.3,22.33,TRADE
SA1,"2009/05/03 05:00:00",1148.15,20.79,TRADE
SA1,"2009/05/03 05:30:00",1142.54,22.38,TRADE
SA1,"2009/05/03 06:00:00",1165.95,20.63,TRADE
SA1,"2009/05/03 06:30:00",1177.05,21.77,TRADE
SA1,"2009/05/03 07:00:00",1214.26,22.06,TRADE
SA1,"2009/05/03 07:30:00",1230.46,23.11,TRADE
SA1,"2009/05/03 08:00:00",1242.08,25.76,TRADE
SA1,"2009/05/03 08:30:00",1305.35,32.13,TRADE
SA1,"2009/05/03 09:00:00",1353.59,37.24,TRADE
SA1,"2009/05/03 09:30:00",1364.18,38.52,TRADE
SA1,"2009/05/03 10:00:00",1390.26,38.65,TRADE
SA1,"2009/05/03 10:30:00",1388.86,38.33,TRADE
SA1,"2009/05/03 11:00:00",1389.07,38.67,TRADE
SA1,"2009/05/03 11:30:00",1384.65,38.41,TRADE
SA1,"2009/05/03 12:00:00",1393.58,37.81,TRADE
SA1,"2009/05/03 12:30:00",1394.59,36.61,TRADE
SA1,"2009/05/03 13:00:00",1397.47,32.4,TRADE
SA1,"2009/05/03 13:30:00",1392.94,31.88,TRADE
SA1,"2009/05/03 14:00:00",1376.1,29.84,TRADE
SA1,"2009/05/03 14:30:00",1357.13,29.28,TRADE
SA1,"2009/05/03 15:00:00",1360.73,28.61,TRADE
SA1,"2009/05/03 15:30:00",1359.71,29.42,TRADE
SA1,"2009/05/03 16:00:00",1369.05,30.55,TRADE
SA1,"2009/05/03 16:30:00",1383.9,28.52,TRADE
SA1,"2009/05/03 17:00:00",1427.99,33.05,TRADE
SA1,"2009/05/03 17:30:00",1481.54,37.42,TRADE
SA1,"2009/05/03 18:00:00",1579.92,59.2,TRADE
SA1,"2009/05/03 18:30:00",1710.95,62.74,TRADE
SA1,"2009/05/03 19:00:00",1779.73,51.11,TRADE
SA1,"2009/05/03 19:30:00",1787.73,48.67,TRADE
SA1,"2009/05/03 20:00:00",1754.1,39.92,TRADE
SA1,"2009/05/03 20:30:00",1730.89,38.77,TRADE
SA1,"2009/05/03 21:00:00",1710.75,38.83,TRADE
SA1,"2009/05/03 21:30:00",1681.98,36.91,TRADE
SA1,"2009/05/03 22:00:00",1608.81,29.32,TRADE
SA1,"2009/05/03 22:30:00",1567.98,28.68,TRADE
SA1,"2009/05/03 23:00:00",1551.92,25.21,TRADE
SA1,"2009/05/03 23:30:00",1522.95,27.82,TRADE
SA1,"2009/05/04 00:00:00",1670.93,26.59,TRADE
SA1,"2009/05/04 00:30:00",1619.87,24.62,TRADE
SA1,"2009/05/04 01:00:00",1601.91,22.95,TRADE
SA1,"2009/05/04 01:30:00",1507.91,25.66,TRADE
SA1,"2009/05/04 02:00:00",1414.03,22.28,TRADE
SA1,"2009/05/04 02:30:00",1361.03,20.3,TRADE
SA1,"2009/05/04 03:00:00",1304.54,18.01,TRADE
SA1,"2009/05/04 03:30:00",1268.19,16.16,TRADE
SA1,"2009/05/04 04:00:00",1239.28,15.7,TRADE
SA1,"2009/05/04 04:30:00",1225.16,16.29,TRADE
SA1,"2009/05/04 05:00:00",1214.69,18.09,TRADE
SA1,"2009/05/04 05:30:00",1232.44,20.57,TRADE
SA1,"2009/05/04 06:00:00",1286.48,20.21,TRADE
SA1,"2009/05/04 06:30:00",1327.73,25.17,TRADE
SA1,"2009/05/04 07:00:00",1455.67,35.88,TRADE
SA1,"2009/05/04 07:30:00",1589.38,35.2,TRADE
SA1,"2009/05/04 08:00:00",1701.55,47.71,TRADE
SA1,"2009/05/04 08:30:00",1799.92,41.67,TRADE
SA1,"2009/05/04 09:00:00",1828.22,39.26,TRADE
SA1,"2009/05/04 09:30:00",1814.18,45.44,TRADE
SA1,"2009/05/04 10:00:00",1813.46,48.94,TRADE
SA1,"2009/05/04 10:30:00",1806.16,47.65,TRADE
SA1,"2009/05/04 11:00:00",1776.23,44.2,TRADE
SA1,"2009/05/04 11:30:00",1764.43,44.42,TRADE
SA1,"2009/05/04 12:00:00",1778.56,42.68,TRADE
SA1,"2009/05/04 12:30:00",1773.91,43.23,TRADE
SA1,"2009/05/04 13:00:00",1759.13,39.37,TRADE
SA1,"2009/05/04 13:30:00",1759.54,38.73,TRADE
SA1,"2009/05/04 14:00:00",1775.82,38.7,TRADE
SA1,"2009/05/04 14:30:00",1763.03,40.28,TRADE
SA1,"2009/05/04 15:00:00",1750.44,37.51,TRADE
