REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2014/02/01 00:30:00",7458.71,47.08,TRADE
NSW1,"2014/02/01 01:00:00",7134.53,42.94,TRADE
NSW1,"2014/02/01 01:30:00",6773.51,42.03,TRADE
NSW1,"2014/02/01 02:00:00",6535.21,42.01,TRADE
NSW1,"2014/02/01 02:30:00",6403.38,41.67,TRADE
NSW1,"2014/02/01 03:00:00",6320.31,41.73,TRADE
NSW1,"2014/02/01 03:30:00",6303.98,41.92,TRADE
NSW1,"2014/02/01 04:00:00",6317.89,41.84,TRADE
NSW1,"2014/02/01 04:30:00",6368.25,41.74,TRADE
NSW1,"2014/02/01 05:00:00",6481.12,41.8,TRADE
NSW1,"2014/02/01 05:30:00",6584.94,41.8,TRADE
NSW1,"2014/02/01 06:00:00",6664.2,41.8,TRADE
NSW1,"2014/02/01 06:30:00",6929.22,44.42,TRADE
NSW1,"2014/02/01 07:00:00",7265.75,48.13,TRADE
NSW1,"2014/02/01 07:30:00",7688.39,49.17,TRADE
NSW1,"2014/02/01 08:00:00",7991.18,49.59,TRADE
NSW1,"2014/02/01 08:30:00",8315.17,49.76,TRADE
NSW1,"2014/02/01 09:00:00",8449.18,49.71,TRADE
NSW1,"2014/02/01 09:30:00",8590.09,49.88,TRADE
NSW1,"2014/02/01 10:00:00",8633.12,52.57,TRADE
NSW1,"2014/02/01 10:30:00",8698.21,52.32,TRADE
NSW1,"2014/02/01 11:00:00",8819.17,52.39,TRADE
NSW1,"2014/02/01 11:30:00",8859.31,53.15,TRADE
NSW1,"2014/02/01 12:00:00",8977.52,53.49,TRADE
NSW1,"2014/02/01 12:30:00",9108.29,53.57,TRADE
NSW1,"2014/02/01 13:00:00",9245.12,55.36,TRADE
NSW1,"2014/02/01 13:30:00",9387.84,56.33,TRADE
NSW1,"2014/02/01 14:00:00",9479.56,55.13,TRADE
NSW1,"2014/02/01 14:30:00",9577.17,56.58,TRADE
NSW1,"2014/02/01 15:00:00",9699.55,57.15,TRADE
NSW1,"2014/02/01 15:30:00",9766.43,56.9,TRADE
NSW1,"2014/02/01 16:00:00",9897.56,57.38,TRADE
NSW1,"2014/02/01 16:30:00",9800.01,54.84,TRADE
NSW1,"2014/02/01 17:00:00",9845.22,55.77,TRADE
NSW1,"2014/02/01 17:30:00",9648.81,53.79,TRADE
NSW1,"2014/02/01 18:00:00",9537.95,54.3,TRADE
NSW1,"2014/02/01 18:30:00",9260.2,52.99,TRADE
NSW1,"2014/02/01 19:00:00",9018.33,52.76,TRADE
NSW1,"2014/02/01 19:30:00",8887.36,53.91,TRADE
NSW1,"2014/02/01 20:00:00",8937.76,52.94,TRADE
NSW1,"2014/02/01 20:30:00",8794.2,52.59,TRADE
NSW1,"2014/02/01 21:00:00",8587.98,52.39,TRADE
NSW1,"2014/02/01 21:30:00",8505.37,52.48,TRADE
NSW1,"2014/02/01 22:00:00",8277.78,50.76,TRADE
NSW1,"2014/02/01 22:30:00",8172,52.08,TRADE
NSW1,"2014/02/01 23:00:00",7868.88,50.57,TRADE
NSW1,"2014/02/01 23:30:00",7611.03,49.56,TRADE
NSW1,"2014/02/02 00:00:00",7387.53,50.2,TRADE
NSW1,"2014/02/02 00:30:00",7124.07,45.32,TRADE
NSW1,"2014/02/02 01:00:00",6886.4,42.75,TRADE
NSW1,"2014/02/02 01:30:00",6659.45,41.76,TRADE
NSW1,"2014/02/02 02:00:00",6471.98,41.31,TRADE
NSW1,"2014/02/02 02:30:00",6375.89,41.8,TRADE
NSW1,"2014/02/02 03:00:00",6272.53,41.77,TRADE
NSW1,"2014/02/02 03:30:00",6260.25,41.78,TRADE
NSW1,"2014/02/02 04:00:00",6263.95,41.8,TRADE
NSW1,"2014/02/02 04:30:00",6308.13,41.8,TRADE
NSW1,"2014/02/02 05:00:00",6315.38,41.8,TRADE
NSW1,"2014/02/02 05:30:00",6352.05,41.76,TRADE
NSW1,"2014/02/02 06:00:00",6463.25,41.8,TRADE
NSW1,"2014/02/02 06:30:00",6675.89,41.75,TRADE
NSW1,"2014/02/02 07:00:00",6943.3,44.2,TRADE
NSW1,"2014/02/02 07:30:00",7228.48,46.05,TRADE
NSW1,"2014/02/02 08:00:00",7518.11,48.52,TRADE
NSW1,"2014/02/02 08:30:00",7836.03,49.6,TRADE
NSW1,"2014/02/02 09:00:00",8044.8,49.85,TRADE
NSW1,"2014/02/02 09:30:00",8255.45,51.33,TRADE
NSW1,"2014/02/02 10:00:00",8335.46,51.1,TRADE
NSW1,"2014/02/02 10:30:00",8457.29,51.35,TRADE
NSW1,"2014/02/02 11:00:00",8563.1,52.89,TRADE
NSW1,"2014/02/02 11:30:00",8653.45,52.54,TRADE
NSW1,"2014/02/02 12:00:00",8848.27,50.03,TRADE
NSW1,"2014/02/02 12:30:00",8898.24,53.99,TRADE
NSW1,"2014/02/02 13:00:00",9018.22,54.2,TRADE
NSW1,"2014/02/02 13:30:00",9168.26,53.74,TRADE
NSW1,"2014/02/02 14:00:00",9233.03,56.94,TRADE
NSW1,"2014/02/02 14:30:00",9375.18,57.72,TRADE
NSW1,"2014/02/02 15:00:00",9516.83,56.39,TRADE
NSW1,"2014/02/02 15:30:00",9532.12,58.16,TRADE
NSW1,"2014/02/02 16:00:00",9636.57,57.22,TRADE
