REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,"2001/06/01 00:30",5530.605,45.26,TRADE
VIC1,"2001/06/01 01:00",5412.40667,41.08,TRADE
VIC1,"2001/06/01 01:30",5743.05,43.82,TRADE
VIC1,"2001/06/01 02:00",5593.915,38.16,TRADE
VIC1,"2001/06/01 02:30",5396.29,39.36,TRADE
VIC1,"2001/06/01 03:00",5198.635,38.19,TRADE
VIC1,"2001/06/01 03:30",5017.84,34.81,TRADE
VIC1,"2001/06/01 04:00",4900.32333,34.48,TRADE
VIC1,"2001/06/01 04:30",4805.61,32.07,TRADE
VIC1,"2001/06/01 05:00",4743,31.94,TRADE
VIC1,"2001/06/01 05:30",4851.405,34.45,TRADE
VIC1,"2001/06/01 06:00",4975.09167,33.23,TRADE
VIC1,"2001/06/01 06:30",5352.52333,43.47,TRADE
VIC1,"2001/06/01 07:00",5732.595,47.97,TRADE
VIC1,"2001/06/01 07:30",5913.09667,43.14,TRADE
VIC1,"2001/06/01 08:00",6229.37333,53.1,TRADE
VIC1,"2001/06/01 08:30",6371.34,52.74,TRADE
VIC1,"2001/06/01 09:00",6366.61,52.14,TRADE
VIC1,"2001/06/01 09:30",6434.51667,53.73,TRADE
VIC1,"2001/06/01 10:00",6344.28167,53.5,TRADE
VIC1,"2001/06/01 10:30",6281.37,51.89,TRADE
VIC1,"2001/06/01 11:00",6211.045,50.66,TRADE
VIC1,"2001/06/01 11:30",6151.47833,46.57,TRADE
VIC1,"2001/06/01 12:00",6074.96,41.81,TRADE
VIC1,"2001/06/01 12:30",6020.80167,42.62,TRADE
VIC1,"2001/06/01 13:00",5966.22,39.41,TRADE
VIC1,"2001/06/01 13:30",6058.33,39.24,TRADE
VIC1,"2001/06/01 14:00",6022.27,37.4,TRADE
VIC1,"2001/06/01 14:30",5991.41,37.54,TRADE
VIC1,"2001/06/01 15:00",5897.435,36.29,TRADE
VIC1,"2001/06/01 15:30",5831.735,35.28,TRADE
VIC1,"2001/06/01 16:00",5831.96,33.35,TRADE
VIC1,"2001/06/01 16:30",5797.79167,36.75,TRADE
VIC1,"2001/06/01 17:00",5935.67333,42.24,TRADE
VIC1,"2001/06/01 17:30",6195.02667,49.02,TRADE
VIC1,"2001/06/01 18:00",6578.775,51.65,TRADE
VIC1,"2001/06/01 18:30",6480.46333,50.25,TRADE
VIC1,"2001/06/01 19:00",6379.24167,46.74,TRADE
VIC1,"2001/06/01 19:30",6196.39167,41.62,TRADE
VIC1,"2001/06/01 20:00",6060.44,37.16,TRADE
VIC1,"2001/06/01 20:30",5971.215,34.01,TRADE
VIC1,"2001/06/01 21:00",5868.43,34.69,TRADE
VIC1,"2001/06/01 21:30",5698.06833,28.51,TRADE
VIC1,"2001/06/01 22:00",5531.87333,31.73,TRADE
VIC1,"2001/06/01 22:30",5422.18,38.64,TRADE
VIC1,"2001/06/01 23:00",5373.235,37.4,TRADE
VIC1,"2001/06/01 23:30",5787.6,41.62,TRADE
VIC1,"2001/06/02 00:00",5699.47333,39.07,TRADE
VIC1,"2001/06/02 00:30",5576.52333,35.38,TRADE
VIC1,"2001/06/02 01:00",5404.53167,32.73,TRADE
VIC1,"2001/06/02 01:30",5707.84167,33.73,TRADE
VIC1,"2001/06/02 02:00",5531.445,31.71,TRADE
VIC1,"2001/06/02 02:30",5342.90333,24.22,TRADE
VIC1,"2001/06/02 03:00",5094.42333,23.14,TRADE
VIC1,"2001/06/02 03:30",4926.09667,15.94,TRADE
VIC1,"2001/06/02 04:00",4768.78833,10.22,TRADE
VIC1,"2001/06/02 04:30",4622.43667,8.08,TRADE
VIC1,"2001/06/02 05:00",4539.29167,8.11,TRADE
VIC1,"2001/06/02 05:30",4532.75,8.11,TRADE
VIC1,"2001/06/02 06:00",4523.92333,8.01,TRADE
VIC1,"2001/06/02 06:30",4659.25,8.18,TRADE
VIC1,"2001/06/02 07:00",4739.39333,8.22,TRADE
VIC1,"2001/06/02 07:30",4746.33667,8.73,TRADE
VIC1,"2001/06/02 08:00",4909.99333,20.21,TRADE
VIC1,"2001/06/02 08:30",5109.755,31.94,TRADE
VIC1,"2001/06/02 09:00",5252.81333,27.14,TRADE
VIC1,"2001/06/02 09:30",5375.395,36.32,TRADE
VIC1,"2001/06/02 10:00",5355.285,35.63,TRADE
VIC1,"2001/06/02 10:30",5338.93667,34.5,TRADE
VIC1,"2001/06/02 11:00",5261.62333,29.7,TRADE
VIC1,"2001/06/02 11:30",5234.67833,29.63,TRADE
VIC1,"2001/06/02 12:00",5168.29667,27.84,TRADE
VIC1,"2001/06/02 12:30",5120.64167,26.94,TRADE
