REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,"2009/06/01 00:30:00",1614.1,32.22,TRADE
SA1,"2009/06/01 01:00:00",1584.54,31.04,TRADE
SA1,"2009/06/01 01:30:00",1474.52,28.28,TRADE
SA1,"2009/06/01 02:00:00",1385.21,25.04,TRADE
SA1,"2009/06/01 02:30:00",1309.15,25.46,TRADE
SA1,"2009/06/01 03:00:00",1249.75,21.76,TRADE
SA1,"2009/06/01 03:30:00",1193.03,18.79,TRADE
SA1,"2009/06/01 04:00:00",1176.55,19.41,TRADE
SA1,"2009/06/01 04:30:00",1174.74,21.36,TRADE
SA1,"2009/06/01 05:00:00",1185.63,20.05,TRADE
SA1,"2009/06/01 05:30:00",1196.92,23.7,TRADE
SA1,"2009/06/01 06:00:00",1240.8,26.54,TRADE
SA1,"2009/06/01 06:30:00",1312.22,31.3,TRADE
SA1,"2009/06/01 07:00:00",1485.96,44.44,TRADE
SA1,"2009/06/01 07:30:00",1651.67,52.84,TRADE
SA1,"2009/06/01 08:00:00",1767.29,50.88,TRADE
SA1,"2009/06/01 08:30:00",1860.9,45.26,TRADE
SA1,"2009/06/01 09:00:00",1872.05,46.04,TRADE
SA1,"2009/06/01 09:30:00",1852.22,101.57,TRADE
SA1,"2009/06/01 10:00:00",1844.71,53.04,TRADE
SA1,"2009/06/01 10:30:00",1826.32,47.8,TRADE
SA1,"2009/06/01 11:00:00",1834.88,58.7,TRADE
SA1,"2009/06/01 11:30:00",1805.8,64.68,TRADE
SA1,"2009/06/01 12:00:00",1785.72,47.36,TRADE
SA1,"2009/06/01 12:30:00",1795.8,48.33,TRADE
SA1,"2009/06/01 13:00:00",1808.88,45.41,TRADE
SA1,"2009/06/01 13:30:00",1818.5,47.72,TRADE
SA1,"2009/06/01 14:00:00",1821.72,45.67,TRADE
SA1,"2009/06/01 14:30:00",1805.53,45.44,TRADE
SA1,"2009/06/01 15:00:00",1797.67,44.82,TRADE
SA1,"2009/06/01 15:30:00",1759.23,44.32,TRADE
SA1,"2009/06/01 16:00:00",1754.61,44.73,TRADE
SA1,"2009/06/01 16:30:00",1778.65,49.75,TRADE
SA1,"2009/06/01 17:00:00",1807.95,50.21,TRADE
SA1,"2009/06/01 17:30:00",1864.68,78.8,TRADE
SA1,"2009/06/01 18:00:00",1984.38,115.94,TRADE
SA1,"2009/06/01 18:30:00",2129.87,111.76,TRADE
SA1,"2009/06/01 19:00:00",2118.57,70.68,TRADE
SA1,"2009/06/01 19:30:00",2125.03,73.86,TRADE
SA1,"2009/06/01 20:00:00",2081.34,55.87,TRADE
SA1,"2009/06/01 20:30:00",2040.16,45.47,TRADE
SA1,"2009/06/01 21:00:00",2000.88,62.84,TRADE
SA1,"2009/06/01 21:30:00",1963.15,50.18,TRADE
SA1,"2009/06/01 22:00:00",1910.08,44.83,TRADE
SA1,"2009/06/01 22:30:00",1835.44,42.49,TRADE
SA1,"2009/06/01 23:00:00",1778.34,43.67,TRADE
SA1,"2009/06/01 23:30:00",1693.65,56.09,TRADE
SA1,"2009/06/02 00:00:00",1821.46,45.07,TRADE
