REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,"2005/11/01 00:30:00",1401.16333,19.05,TRADE
SA1,"2005/11/01 01:00:00",1416.89333,17.82,TRADE
SA1,"2005/11/01 01:30:00",1324.51833,18.13,TRADE
SA1,"2005/11/01 02:00:00",1239.25,15.7,TRADE
SA1,"2005/11/01 02:30:00",1176.885,15.06,TRADE
SA1,"2005/11/01 03:00:00",1132.16833,14.55,TRADE
SA1,"2005/11/01 03:30:00",1097.15667,14.01,TRADE
SA1,"2005/11/01 04:00:00",1081.755,13.67,TRADE
SA1,"2005/11/01 04:30:00",1077.1,13.53,TRADE
SA1,"2005/11/01 05:00:00",1081.215,13.8,TRADE
SA1,"2005/11/01 05:30:00",1117.94167,16.57,TRADE
SA1,"2005/11/01 06:00:00",1172.11,18.59,TRADE
SA1,"2005/11/01 06:30:00",1269.32167,18.03,TRADE
SA1,"2005/11/01 07:00:00",1428.50167,20.56,TRADE
SA1,"2005/11/01 07:30:00",1518.98333,21.83,TRADE
SA1,"2005/11/01 08:00:00",1523.43667,22.03,TRADE
SA1,"2005/11/01 08:30:00",1562.77167,23.04,TRADE
SA1,"2005/11/01 09:00:00",1625.34833,26.67,TRADE
SA1,"2005/11/01 09:30:00",1682.65667,29.26,TRADE
SA1,"2005/11/01 10:00:00",1736.12,30.34,TRADE
SA1,"2005/11/01 10:30:00",1748.37333,30.92,TRADE
SA1,"2005/11/01 11:00:00",1779.84333,30.32,TRADE
SA1,"2005/11/01 11:30:00",1830.05667,30.93,TRADE
SA1,"2005/11/01 12:00:00",1845.37667,30.95,TRADE
SA1,"2005/11/01 12:30:00",1857.02667,30.98,TRADE
SA1,"2005/11/01 13:00:00",1865.60167,31.86,TRADE
SA1,"2005/11/01 13:30:00",1884.145,35.24,TRADE
SA1,"2005/11/01 14:00:00",1889.67,33.43,TRADE
SA1,"2005/11/01 14:30:00",1841.5,30.29,TRADE
SA1,"2005/11/01 15:00:00",1863.87,30.98,TRADE
SA1,"2005/11/01 15:30:00",1858.12167,31,TRADE
SA1,"2005/11/01 16:00:00",1872.97333,31.03,TRADE
SA1,"2005/11/01 16:30:00",1863.14167,31.03,TRADE
SA1,"2005/11/01 17:00:00",1774.705,29.08,TRADE
SA1,"2005/11/01 17:30:00",1736.81,27.75,TRADE
