REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,"2014/12/01 00:30:00",939.07,50.68,TRADE
TAS1,"2014/12/01 01:00:00",937.54,50.68,TRADE
TAS1,"2014/12/01 01:30:00",934.27,50.68,TRADE
TAS1,"2014/12/01 02:00:00",931.36,50.68,TRADE
TAS1,"2014/12/01 02:30:00",937.59,50.68,TRADE
TAS1,"2014/12/01 03:00:00",946.27,50.68,TRADE
TAS1,"2014/12/01 03:30:00",939.55,50.69,TRADE
TAS1,"2014/12/01 04:00:00",939.37,50.34,TRADE
TAS1,"2014/12/01 04:30:00",975.07,50.51,TRADE
TAS1,"2014/12/01 05:00:00",991.93,50.68,TRADE
TAS1,"2014/12/01 05:30:00",1034.11,50.68,TRADE
TAS1,"2014/12/01 06:00:00",1072.55,87.25,TRADE
TAS1,"2014/12/01 06:30:00",1145.05,59.87,TRADE
TAS1,"2014/12/01 07:00:00",1168.31,94.03,TRADE
TAS1,"2014/12/01 07:30:00",1175.03,71.29,TRADE
TAS1,"2014/12/01 08:00:00",1140.79,36.94,TRADE
TAS1,"2014/12/01 08:30:00",1164.05,42.52,TRADE
TAS1,"2014/12/01 09:00:00",1171.08,42.9,TRADE
TAS1,"2014/12/01 09:30:00",1141.34,39.08,TRADE
TAS1,"2014/12/01 10:00:00",1124.13,40,TRADE
TAS1,"2014/12/01 10:30:00",1124.26,53.53,TRADE
TAS1,"2014/12/01 11:00:00",1151.75,51.14,TRADE
TAS1,"2014/12/01 11:30:00",1172.06,51.2,TRADE
TAS1,"2014/12/01 12:00:00",1180.93,50.82,TRADE
TAS1,"2014/12/01 12:30:00",1169.08,51.24,TRADE
TAS1,"2014/12/01 13:00:00",1145.78,50.34,TRADE
TAS1,"2014/12/01 13:30:00",1132.23,49.65,TRADE
TAS1,"2014/12/01 14:00:00",1129.76,45.43,TRADE
TAS1,"2014/12/01 14:30:00",1130.28,49.65,TRADE
TAS1,"2014/12/01 15:00:00",1144.09,49.65,TRADE
TAS1,"2014/12/01 15:30:00",1152.95,49.65,TRADE
TAS1,"2014/12/01 16:00:00",1160.34,49.73,TRADE
TAS1,"2014/12/01 16:30:00",1168.07,49.82,TRADE
TAS1,"2014/12/01 17:00:00",1185.81,50.17,TRADE
TAS1,"2014/12/01 17:30:00",1175.37,49.65,TRADE
TAS1,"2014/12/01 18:00:00",1176.59,50.68,TRADE
TAS1,"2014/12/01 18:30:00",1152.13,50.68,TRADE
TAS1,"2014/12/01 19:00:00",1169.19,67.9,TRADE
TAS1,"2014/12/01 19:30:00",1177.35,50.82,TRADE
TAS1,"2014/12/01 20:00:00",1169.74,58.61,TRADE
TAS1,"2014/12/01 20:30:00",1163.79,50.7,TRADE
TAS1,"2014/12/01 21:00:00",1143.05,50.7,TRADE
TAS1,"2014/12/01 21:30:00",1103.69,50.95,TRADE
TAS1,"2014/12/01 22:00:00",1079.69,50.7,TRADE
TAS1,"2014/12/01 22:30:00",1059,50.7,TRADE
TAS1,"2014/12/01 23:00:00",1037.84,50.7,TRADE
TAS1,"2014/12/01 23:30:00",1012.82,50.7,TRADE
TAS1,"2014/12/02 00:00:00",1002.21,50.7,TRADE
TAS1,"2014/12/02 00:30:00",991.53,50.7,TRADE
TAS1,"2014/12/02 01:00:00",983.99,50.7,TRADE
TAS1,"2014/12/02 01:30:00",999.13,50.7,TRADE
TAS1,"2014/12/02 02:00:00",1008.88,50.82,TRADE
TAS1,"2014/12/02 02:30:00",1016.87,51.44,TRADE
TAS1,"2014/12/02 03:00:00",1019.2,51.44,TRADE
TAS1,"2014/12/02 03:30:00",1015.45,51.32,TRADE
TAS1,"2014/12/02 04:00:00",1006.09,50.7,TRADE
TAS1,"2014/12/02 04:30:00",979.79,50.69,TRADE
TAS1,"2014/12/02 05:00:00",993.13,50.69,TRADE
TAS1,"2014/12/02 05:30:00",1067.64,50.7,TRADE
TAS1,"2014/12/02 06:00:00",1116.12,50.7,TRADE
TAS1,"2014/12/02 06:30:00",1172.1,66.75,TRADE
TAS1,"2014/12/02 07:00:00",1196.85,50.82,TRADE
TAS1,"2014/12/02 07:30:00",1193.04,50.7,TRADE
TAS1,"2014/12/02 08:00:00",1191.32,50.69,TRADE
TAS1,"2014/12/02 08:30:00",1171.49,50.7,TRADE
TAS1,"2014/12/02 09:00:00",1145.19,50.7,TRADE
TAS1,"2014/12/02 09:30:00",1141.06,50.7,TRADE
TAS1,"2014/12/02 10:00:00",1129.41,50.7,TRADE
TAS1,"2014/12/02 10:30:00",1133.45,50.1,TRADE
TAS1,"2014/12/02 11:00:00",1130.53,41.94,TRADE
TAS1,"2014/12/02 11:30:00",1122.93,49.58,TRADE
TAS1,"2014/12/02 12:00:00",1108.94,49.03,TRADE
TAS1,"2014/12/02 12:30:00",1083.52,45.9,TRADE
TAS1,"2014/12/02 13:00:00",1084.19,49.75,TRADE
